Id,Price
4567,162801.44637609745
5925,122554.09772141498
3848,133475.4602687777
868,309108.6141117581
672,114737.96211510237
2471,218427.98702104212
4510,125225.505827044
8354,240382.5190595347
6393,152709.66292455344
5250,294603.1413707606
10588,315641.0100733151
6791,205598.26880454045
16097,198986.1009521834
16428,369419.9945202251
15709,442862.4757693993
13155,152193.84526473633
7675,201873.61608315102
14686,219101.6206418139
609,145427.18108409632
11155,178352.33144868343
10869,224380.65464472322
3340,183154.60006527687
2359,280888.35186461045
8070,206799.07457884724
13707,127238.74119824302
16079,274315.2226872162
15937,270280.16003552976
14090,205358.23026387388
9008,207153.04099206824
16384,161442.1383821294
11657,229279.02251730667
8990,167112.4935323649
11857,187771.8551607885
1565,165194.93109998797
9247,251513.50771370836
10478,212936.7840628257
15509,160173.788185541
8306,254437.18020578127
7472,211801.85192123408
13682,144148.9125673081
7478,317035.41916553664
3029,183634.8182185702
1814,138339.8311666724
10057,127350.19919544233
12694,206395.71899103496
6291,182231.46852442392
12603,168071.8117785865
13456,129746.95064132955
10170,237556.2549122154
4530,148189.8341476823
13329,174536.85552113756
10896,171000.08860169098
13416,122413.42205706605
2701,215257.6366601341
11265,324248.47558150097
9189,235710.44465379926
1858,191507.57582518065
14536,243927.86463673177
6199,318621.8414238001
14730,147925.9065224309
7510,238836.89405509108
15505,151084.65584474514
7446,186178.79706644177
14016,181687.42115861698
14113,116174.03390184227
8721,300705.0227783592
6193,292612.3853971775
5717,174514.68832540477
5427,305299.6870930128
9520,479313.66041165707
1658,159546.6603006293
6639,191621.54051269125
6283,190053.2807002357
15235,190105.24031086915
8932,185843.96441727885
16469,346178.26408108004
2825,256463.46046123884
6450,441063.73189896805
11366,178191.96547359572
3801,373515.3587639978
11385,203059.26497330976
1079,188617.2309404855
3202,237523.21635662578
676,219645.5804237637
6185,294535.70018036006
7730,166007.35200211144
10962,260286.91932546563
8870,195438.66547140287
8496,186008.80022694755
5517,175005.29780755052
927,180730.48281895343
13675,206459.92073781826
1499,223756.90861060307
15536,347142.9643044176
8602,344938.58357315935
12137,444481.08347223117
9865,246523.27962360668
15908,211152.9610472342
3944,179153.60390797185
10359,209036.884398134
15158,229014.2232928858
3259,226433.24441946245
7220,314676.7381213312
13843,207980.99933861234
16736,184541.21495309574
702,251686.77314543715
16401,159660.27401479735
11792,133147.7830771729
3798,145254.31153370073
11099,140043.2320667339
7090,189060.14493496242
11260,194765.909570178
2071,186420.86288911334
8604,163681.80658174155
9346,211564.41391312453
3945,203261.09014867703
3420,125994.0394817801
725,175291.11789740543
13931,178740.0821996292
16330,247778.75312960354
9066,433043.97879671183
3326,294261.7540069426
6579,126409.14524013894
13877,127413.8681022454
9857,324535.94788889715
7302,271908.1239733881
5684,207789.33791965366
6513,230224.6402950629
11342,124505.1996105024
16561,212267.0409073322
6885,170494.61563963292
9308,177267.88284646976
6648,163321.30796617543
15260,164859.89825891488
5113,204886.69390058488
12034,280793.84299283015
7248,219274.60897072297
2171,203120.45032954603
10594,176067.21431398025
13241,213979.77587565745
7032,128428.19192412062
4884,164692.95409867432
903,201861.94153473317
162,178073.13139321885
6566,306438.6668089349
8249,154582.3325387507
13106,157271.4317416317
256,128770.1245187062
8575,183043.78391429127
7591,255086.63318255395
15804,178670.0403395781
1525,315227.26064296096
13628,192965.3282193179
10016,190482.34644900012
10208,224237.82667344794
2008,200653.18879818913
13029,193076.19436085332
9923,302761.70226974913
9461,114691.3799610203
11086,192346.32505873725
15057,280548.45773054304
2053,181360.85815824417
16630,151201.97516904355
13881,256834.1609441651
5779,79852.01145284521
10762,221464.7737163831
9513,220410.61797432546
11128,174237.90655459085
2074,331621.84059336793
15394,255836.36489265514
14863,138370.72240472204
6698,212139.70877699438
1611,271600.2232331309
174,183916.1436206782
3295,306728.3360368047
8254,179190.4427192348
10228,108888.29936484632
15341,232034.2497894269
1872,142319.54393414065
7823,204535.8713195553
310,158271.25669559784
3704,214947.6116579499
11615,283809.7001995733
3381,193148.6793060552
3191,275969.87036877364
13980,130320.93229756286
15613,161218.2859856448
10943,271496.9368670664
9654,129002.39028142323
16053,403598.14605236734
14931,217809.71680605473
8299,216668.99424365332
2147,175899.54921203034
11567,394532.1413801654
11160,131757.60507096848
16398,239150.36366509408
11229,180654.90719700383
10309,164985.83333310846
7340,256672.8453013981
7653,144109.99648235284
272,211892.19841029297
9831,215551.65449039912
5016,158486.3361602705
5968,72992.53760327827
796,251485.2353809292
12123,127160.26722757093
16629,191821.4851714522
2637,173904.4727713689
6194,220200.065202898
6216,417605.59614553105
14346,178021.9767892648
6428,133964.7621738145
2891,201762.17613128322
84,175213.63405449543
9260,230935.73584863576
15250,132038.65475319495
2348,215214.64821690271
10427,281302.9308565425
13230,218769.7000852559
1691,239886.1849360294
8803,129452.94707683407
5464,213569.6056072285
10559,123359.5987874493
16787,324507.38982775796
4278,154891.99616587858
6183,168118.6603309092
12775,134352.16603729615
10104,177140.96253446277
13663,173921.18495855483
9404,220582.23770086508
14724,218201.81174484998
4754,150792.5039977287
2003,189350.1654258101
7312,207599.50336244245
10921,247082.6741567084
13419,294398.295829553
10105,164731.0317712658
2196,471631.60343523923
4380,240861.90630725387
10805,283116.69316783536
2215,180404.0469574555
7000,193771.57050094032
7701,117310.94815954415
14026,159463.2901045826
7971,155274.94581452216
16483,194396.9480327841
6150,206220.51380124394
2931,292712.7721949127
1662,417930.06096231716
2441,234173.61861908223
669,128125.73926474193
7734,192431.77983135855
6010,293254.63202109054
266,142648.4445393329
11832,163982.61449430205
5035,121204.70468020046
37,141272.16762839415
6168,183574.4297697732
11757,178361.71938108906
6529,232452.24944002324
3711,184002.4020322087
16563,131788.47759048414
14494,167443.55200827285
3006,231209.02689369372
92,284497.3676976965
8066,151531.6130788718
10662,159339.13128894207
3883,206112.47766606577
5511,130231.70922852059
2821,298277.9321833984
9570,208103.3852607149
4326,280529.83755435346
9031,211004.42763857878
12689,145801.07081308033
16380,250377.12199254136
1053,259127.15375230525
4568,179727.60347313088
14356,366603.5745124388
15652,151589.4180636007
3198,164119.27252487215
14088,392940.9422517728
2268,128838.312637361
1203,213068.8999123359
7157,362744.4263481288
6886,197181.14930767074
5083,263285.4642819
14068,186092.6574017468
2080,176757.62832232442
13516,184696.84207845974
14150,209223.52806906844
2144,407799.7956882652
10357,194267.54878265882
2396,249732.57260216036
1526,399767.30295707023
10890,275936.4464670891
8638,433597.91160712566
6050,231398.50733360485
10544,212381.79346973685
9577,242900.77899440023
3484,222899.8620867566
16668,457544.60806518624
7171,185671.96429581707
8547,198877.37338479917
12735,220321.56870682855
9093,181819.69610871671
15323,256381.27842767842
14897,134142.33064015344
5135,122331.08844506802
5327,216602.95834756645
13133,217689.80867734068
1676,304721.1330546826
16296,269929.6550698661
1095,173813.21846636257
12528,152811.51704981632
7348,275299.89791288803
11663,166998.61673528247
1803,189232.12037339824
1510,243015.2828295632
2900,153672.8354246157
3236,167299.32669234925
1318,180737.9674575402
14948,217826.23891231953
7840,289891.4684994725
15325,188027.06053690606
8700,156968.93346830877
15706,185442.142107678
14449,150246.00843303886
4529,195540.22351266202
11199,193897.36016165334
821,212925.67737620464
68,231177.78413341532
554,120324.3973346384
452,170860.33666147396
11394,298692.2416708109
11393,199786.74423305318
4024,190727.85591687972
10069,214225.43733898565
12007,160487.8999853124
12368,426342.4537422372
1259,324919.40634703316
1124,324596.4152915816
3707,182069.1585532425
8767,154488.71455614464
1919,165995.30882044343
16741,150821.04735256516
6664,270649.1172266548
7799,150630.49543249104
14843,325037.346196041
7532,160725.71544486814
6264,314246.17595431494
4125,161756.81304979997
2410,172790.97364840543
1716,273488.2556554679
1370,141807.04732524106
2273,397246.20979651104
15298,307753.5783860165
4284,252476.9501079479
7808,135130.849007637
15864,141787.40187649135
2844,156622.52554039756
5729,175254.99986974624
11812,334552.667744225
1779,160961.99940441226
6160,214589.11262049223
8266,194055.22423412302
9903,154894.55079281982
6998,175375.56913423634
12587,148473.38070869708
3611,242909.17537701002
2646,313117.4587866714
1890,167041.42627530513
860,267365.9129983957
14187,188638.37387040292
12569,296383.60082600324
1276,125372.50305312195
4890,298736.2340020257
14410,328413.5319088627
10352,363182.70957381034
11407,196114.54533117617
10384,166389.78926254183
7622,295262.1787730309
15820,173729.3968502286
563,195221.5161351603
15226,159282.15365225897
3339,153480.27591614402
10975,292934.2588877383
11129,197030.5894533237
3051,263906.2108847645
10232,238909.25438556954
5502,229842.38571307284
4558,86102.0541102127
8426,128492.15656731967
6611,163950.8852639792
13119,141288.95509461922
11716,186896.56523632456
7316,248387.61492946898
13034,347749.0263582073
1068,285394.65269365656
4060,182582.35631288498
10172,222640.7138450347
2591,189512.74867319874
12494,345898.9755789681
7828,295674.8256049333
15284,163595.40688201456
7947,181503.68509037414
16335,221583.99402079402
10234,332573.11737363413
2797,273601.5660098019
5341,256494.28356991924
3059,228578.64153431583
15320,277261.86065660615
10284,382186.74957087846
4134,218237.79160487946
4481,202006.83494818144
7222,154198.92433575727
4062,239372.06816211843
16236,153894.68797313498
4272,161835.21485044612
9406,281123.1652478465
14309,234126.57279154353
1946,317830.82722100435
16235,243965.9354648038
7146,162426.6940103162
16784,216828.25089032474
349,299625.5838410517
6251,170077.86840526483
5128,310606.01403093286
16721,113125.23723468099
12517,219944.53974087763
15961,174805.4459780844
9428,150158.035194648
14541,142967.3390610454
13210,209272.91848331454
12612,160766.57178719068
16352,137782.24788833308
9935,148842.8946813527
15521,266444.86687797325
11482,191207.09248320316
11443,175129.43444394335
9459,229399.63143645407
9218,136889.11317330675
854,143006.11890809928
5619,174221.99280785065
9208,179995.27840667014
4391,136754.0840311283
15207,149832.91701287185
7936,107323.03415510159
10606,350428.2851508106
4979,164180.01985248592
4854,291030.97214928054
10516,146954.55108796153
16261,233234.86586893006
90,464977.23369272606
5433,177229.32322633656
14338,133063.97748898313
13487,252196.55011415348
8211,500713.9294017688
170,190686.12755753915
14051,116848.0147908358
10686,200188.0524784805
7595,281142.8688282523
6777,363638.77971061785
14661,187237.84209905515
13991,328248.38768839
16795,175579.85780009377
2740,131566.44719754852
7368,318130.1401735478
2413,232300.09369010778
1852,474022.7510169386
15200,317712.9919008688
8467,354669.05557734414
16379,310812.7101301117
5945,473467.38091351214
2837,305795.3706979403
3498,202106.2432919101
10876,135004.91339356042
1285,208355.0294814088
4015,309085.8886267599
2526,193589.77632879227
7814,209755.27829691095
7117,307846.5273744906
13874,148831.11988798273
15067,163759.03653582255
12639,216675.07607400644
3388,233634.43153810457
4256,204349.251142532
15738,186973.96573612044
14049,180456.87029113295
15780,180187.99058752914
9564,168488.3654853037
11910,196274.2990900838
1733,156590.54910300658
3910,393566.6019682541
7552,389068.2498153685
254,196210.8578809731
5222,188272.872320409
8314,230072.41975652624
16743,246637.81523782315
10335,122932.70004036241
8226,312471.47531804175
12254,214070.17145143615
13152,218719.77373984293
15020,198939.59350400933
16349,216073.88428239946
11924,160192.86576012458
12543,179381.86540758633
14114,226731.0780839058
12318,276191.60890180164
15383,181939.1022965224
635,183767.0454076738
15993,290149.4641188141
11375,197537.17405591966
15401,208059.78461607257
11301,150973.366234511
13804,252322.0022710471
10839,195585.4053513112
1588,322567.81030737236
3596,193244.97948971114
5816,147514.52652401075
8099,139104.11578521735
6551,176331.48055109885
14075,546298.3085183535
13431,193554.03172757584
9481,291922.2513081329
5295,165303.95154987683
15859,355706.7914667994
10634,309419.93155305675
444,228112.00753276216
11686,231173.30880689656
1213,215094.6885525746
13970,127724.02546011009
9911,244920.84014368674
5649,146993.27037905905
7184,227322.8304047521
5877,272129.4651864828
15301,207516.3101852415
5241,259789.36786592694
7048,156660.42872233532
10574,162706.03793992838
8593,158149.69685026273
4752,172185.13813360094
14663,180698.5513792567
10994,231347.12472227702
6372,352324.0081762978
7411,279774.1699729349
3319,266003.3776184241
9355,131733.55041693535
56,282396.07983641786
3249,166780.65463329756
5047,98517.61090728382
2190,296547.0014227932
15599,181924.72400231136
6542,162766.08904834013
1968,223657.75292594556
5630,202432.06453167563
1413,261089.30700324348
12514,259320.54287660518
1345,237950.21599446342
4034,212429.65396960132
15169,147549.95982468652
3334,162059.51502791748
12998,150695.34653323313
15870,220865.25271288212
5770,156983.38344959854
10699,206337.3214658648
15470,187340.3101079381
1903,498556.1178303379
13860,218488.65077704928
7649,295150.2235108317
11043,245734.93005053283
2922,237839.54366815076
7538,345744.77184762934
117,608721.0251906783
1457,257934.15537532442
7082,170267.2972093786
3053,251462.77122086228
12522,130100.00014718769
5744,496124.0046058743
13566,329648.2657434079
1464,136095.51203204753
3852,139573.64625836606
9557,237171.26944641743
14719,372265.60124025354
3286,136050.21198605114
13019,374888.8400994807
1421,134123.5211168392
13502,176416.2609472747
9297,295994.2979144106
7749,538375.6816029177
14576,187574.58132936212
4679,190795.21110782106
10033,178761.19419632014
11231,257016.04592971285
15112,169864.10618821107
2175,168794.80131296007
16502,474545.4874893645
10106,189408.7919265103
12561,159534.47023785586
15907,272231.74316855724
12343,240167.46485988068
12092,131331.35007096708
1527,169253.09271693754
10010,226683.3050628305
655,118429.61818672874
10549,139228.1888320757
3248,128140.8579399304
13499,284017.0586000062
14959,204735.08094348595
6070,156855.51665366016
11360,250033.50061386023
11870,297644.45186716097
3713,90406.52251250054
3230,138920.50929507753
7742,225683.21628334213
9409,140802.96506350386
3127,166156.46378972512
11344,170756.7196803317
2112,204372.5827078365
7310,205155.71396382528
6313,199701.6095324327
3681,407307.107008331
5114,388005.816174523
270,153827.16561467096
12223,346824.4693010365
1066,171234.02778048135
16116,342097.98542913585
11410,503067.9533510397
4088,176564.49629563163
5956,158809.31532002278
14669,142343.55110121003
13871,120951.66489049197
4126,231078.93699951406
12114,214670.61597569636
16607,169110.49177507756
4266,224499.79992175018
13518,198731.92202889724
11856,278753.4690853622
8891,154047.15607845885
